-1,2000000
0,2000000
1,2000000
2,2000000
3,2000000
4,2000000
5,2000000
6,2000000
7,2000000
8,2000000
9,2000000
10,2000000
11,2000000
12,2000000
13,2000000
14,2000000
15,2000000
16,2000000
17,2000000
18,2000000
19,2000000
20,2000000
21,2000000
22,2000000
23,2000000
24,2000000
25,2000000
26,2000000
27,2000000
28,2000000
29,2000000
30,2000000
31,2000000
32,2000000
33,2000000
34,2000000
35,2000000
36,2000000
37,2000000
38,2000000
39,2000000
40,2000000
41,2000000
42,2000000
43,2000000
44,2000000
45,2000000
46,2000000
47,2000000
48,2000000
49,2000000
50,2000000
51,2000000
52,2000000
53,2000000
54,2000000
55,2000000
56,2000000
57,2000000
58,2000000
59,2000000
60,2000000
61,2000000
62,2000000
63,2000000
64,2000000
65,2000000
66,2000000
67,2000000
68,2000000
69,2000000
70,2000000
71,2000000
72,2000000
73,2000000
74,2000000
75,2000000
76,2000000
77,2000000
78,2000000
79,2000000
80,2000000
81,2000000
82,2000000
83,2000000
84,2000000
85,2000000
86,2000000
87,2000000
88,2000000
89,2000000
90,2000000
91,2000000
92,2000000
93,2000000
94,2000000
95,2000000
96,2000000
97,2000000
98,2000000
99,2000000
100,2000000
101,2000000
102,2000000
103,2000000
104,2000000
105,2000000
106,2000000
107,2000000
108,2000000
109,2000000
110,2000000
111,2000000
112,2000000
113,2000000
114,2000000
115,2000000
116,2000000
117,2000000
118,2000000
119,2000000
120,2000000
121,2000000
122,2000000
123,2000000
124,2000000
125,2000000
126,2000000
127,2000000
128,2000000
129,2000000
130,2000000
131,2000000
132,2000000
133,2000000
134,2000000
135,2000000
136,2000000
137,2000000
138,2000000
139,2000000
140,2000000
141,2000000
142,2000000
143,2000000
144,2000000
145,2000000
146,2000000
147,2000000
148,2000000
149,2000000
150,2000000
151,2000000
152,2000000
153,2000000
154,2000000
155,2000000
156,2000000
157,2000000
158,2000000
159,2000000
160,2000000
161,2000000
162,2000000
163,2000000
164,2000000
165,2000000
166,2000000
167,2000000
168,2000000
169,2000000
170,2000000
171,2000000
172,2000000
173,2000000
174,2000000
175,2000000
176,2000000
177,2000000
178,2000000
179,2000000
180,2000000
181,2000000
182,2000000
183,2000000
184,2000000
185,2000000
186,2000000
187,2000000
188,2000000
189,2000000
190,2000000
191,2000000
192,2000000
193,2000000
194,2000000
195,2000000
196,2000000
197,2000000
198,2000000
199,2000000
200,2000000
201,2000000
202,2000000
203,2000000
204,2000000
205,2000000
206,2000000
207,2000000
208,2000000
209,2000000
210,2000000
211,2000000
212,2000000
213,2000000
214,2000000
215,2000000
216,2000000
217,2000000
218,2000000
219,2000000
220,2000000
221,2000000
222,2000000
223,2000000
224,2000000
225,2000000
226,2000000
227,2000000
228,2000000
229,2000000
230,2000000
231,2000000
232,2000000
233,2000000
234,2000000
235,2000000
236,2000000
237,2000000
238,2000000
239,2000000
240,2000000
241,2000000
242,2000000
243,2000000
244,2000000
245,2000000
246,2000000
247,2000000
248,2000000
249,2000000
250,2000000
251,2000000
252,2000000
253,2000000
254,2000000
255,2000000
256,2000000
257,2000000
258,2000000
259,2000000
260,2000000
261,2000000
262,2000000
